Timestamp Seconds,timestamp,gse1_v,gse1_i,gse1_w,ter_v,ter_i,te1_v,te1_i,batt_v,batt_i,batt_adc,temp (f),temp,pressure (atm),pressure,humidity,accel_x,accel_y,accel_z,x g's,y g's,z g's,te1,ter,te2,te3,batt,inhib1,inhib2,inhib3,pharos_pos,atlas_pos,servo_angle,pharos_moving,atlas_moving
233.024,233024,28.566,0.87,24.85242,28.55,0.893,0.006,-0.016,0,-0.003,0.536,86.756,30.42,0.885142364,89687.05,48.35,0.648,-0.113,-0.191,-0.06612244898,0.01153061224,0.01948979592,0,1,0,1,0,0,0,0,0,-3.149,135,0,1
233.524,233524,28.421,0.987,28.051527,28.388,0.948,0.007,-0.011,0,-0.001,0.534,86.792,30.44,0.884479743,89619.91,48.38,0.809,-0.113,-0.152,-0.08255102041,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-3.21,135,0,1
234.024,234024,28.556,0.887,25.329172,28.554,0.895,0.006,-0.015,0,0,0.536,86.828,30.46,0.883827585,89553.83,48.33,0.492,0,-0.191,-0.05020408163,0,0.01948979592,0,1,0,1,0,0,0,0,0,-3.277,135,0,1
234.524,234524,28.556,0.887,25.329172,28.554,0.895,0.006,-0.015,0,0,0.536,86.828,30.46,0.883827585,89553.83,48.33,0.492,0,-0.191,-0.05020408163,0,0.01948979592,0,1,0,1,0,0,0,0,0,-3.342,135,0,1
235.024,235024,28.476,0.883,25.144308,28.485,0.939,0.007,-0.015,0,-0.003,0.534,86.882,30.49,0.883046928,89474.73,48.3,0.57,-0.113,-0.152,-0.05816326531,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-3.404,135,0,1
235.524,235524,28.61,0.873,24.97653,28.616,0.893,0.007,-0.013,0,-0.003,0.534,86.918,30.51,0.88239773,89408.95,48.26,0.652,-0.113,0,-0.06653061224,0.01153061224,0,0,1,0,1,0,0,0,0,0,-3.468,135,0,1
236.024,236024,28.35,0.965,27.35775,28.51,0.942,0.007,-0.011,0,-0.001,0.534,86.954,30.53,0.881811103,89349.51,48.24,0.73,-0.152,-0.305,-0.07448979592,0.01551020408,0.03112244898,0,1,0,1,0,0,0,0,0,-3.53,135,0,1
236.524,236524,28.589,0.882,25.215498,28.628,0.89,0.007,-0.016,0,-0.004,0.534,86.99,30.55,0.881162398,89283.78,48.2,0.805,-0.191,-0.078,-0.08214285714,0.01948979592,0.007959183673,0,1,0,1,0,0,0,0,0,-3.595,135,0,1
237.032,237032,28.38,1.055,29.9409,28.478,0.957,0.006,-0.01,0,-0.003,0.536,87.026,30.57,0.880548335,89221.56,48.17,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-3.661,135,0,1
237.532,237532,28.38,1.055,29.9409,28.478,0.957,0.006,-0.01,0,-0.003,0.536,87.026,30.57,0.880548335,89221.56,48.17,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-3.723,135,0,1
238.032,238032,28.451,0.894,25.435194,28.462,0.945,0.009,-0.013,0,-0.001,0.536,87.062,30.59,0.879865088,89152.33,48.15,0.57,-0.23,-0.305,-0.05816326531,0.02346938776,0.03112244898,0,1,0,1,0,0,0,0,0,-3.788,135,0,1
238.532,238532,28.366,0.983,27.883778,28.409,0.94,0.007,-0.014,0,-0.001,0.534,87.098,30.61,0.879403405,89105.55,48.11,0.648,-0.113,-0.191,-0.06612244898,0.01153061224,0.01948979592,0,1,0,1,0,0,0,0,0,-3.85,135,0,1
239.032,239032,28.47,0.874,24.88278,28.479,0.933,0.007,-0.015,0,-0.001,0.536,87.116,30.62,0.878845004,89048.97,48.11,0.652,-0.113,-0.152,-0.06653061224,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-3.915,135,0,1
239.532,239532,28.483,0.863,24.580829,28.48,0.957,0.007,-0.015,0,-0.003,0.536,87.17,30.65,0.878106094,88974.1,48.06,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-3.977,135,0,1
240.032,240032,28.57,0.884,25.25588,28.558,0.867,0.007,-0.014,0,-0.003,0.534,87.242,30.69,0.87752904,88915.63,48.03,0.613,-0.078,-0.113,-0.06255102041,0.007959183673,0.01153061224,0,1,0,1,0,0,0,0,0,-4.042,135,0,1
240.532,240532,28.468,0.892,25.393456,28.486,0.944,0.006,-0.015,0,-0.001,0.536,87.278,30.71,0.876864742,88848.32,48,0.727,0,-0.113,-0.07418367347,0,0.01153061224,0,1,0,1,0,0,0,0,0,-4.103,135,0,1
241.032,241032,28.657,0.872,24.988904,28.642,0.874,0.007,-0.016,0,-0.003,0.536,87.314,30.73,0.876203405,88781.31,47.98,1.035,-0.039,0.113,-0.1056122449,0.003979591837,-0.01153061224,0,1,0,1,0,0,0,0,0,-4.17,135,0,1
241.532,241532,28.657,0.872,24.988904,28.642,0.874,0.007,-0.016,0,-0.003,0.536,87.314,30.73,0.876203405,88781.31,47.98,1.035,-0.039,0.113,-0.1056122449,0.003979591837,-0.01153061224,0,1,0,1,0,0,0,0,0,-4.235,135,0,1
242.032,242032,28.44,0.889,25.28316,28.452,0.945,0.007,-0.011,0,-0.001,0.536,87.332,30.74,0.875561806,88716.3,47.94,0.652,0.039,-0.152,-0.06653061224,-0.003979591837,0.01551020408,0,1,0,1,0,0,0,0,0,-4.297,135,0,1
242.532,242532,28.595,0.879,25.135005,28.622,0.87,0.007,-0.014,0,-0.001,0.536,87.386,30.77,0.8749887,88658.23,47.9,0.73,-0.152,-0.23,-0.07448979592,0.01551020408,0.02346938776,0,1,0,1,0,0,0,0,0,-4.361,135,0,1
243.032,243032,28.486,0.879,25.039194,28.491,0.94,0.007,-0.019,0,-0.003,0.536,87.386,30.77,0.874349766,88593.49,47.88,0.652,-0.152,-0.383,-0.06653061224,0.01551020408,0.03908163265,0,1,0,1,0,0,0,0,0,-4.423,135,0,1
243.532,243532,28.579,0.874,24.978046,28.538,0.875,0.007,-0.015,0,-0.003,0.536,87.422,30.79,0.87369662,88527.31,47.89,0.652,-0.152,-0.039,-0.06653061224,0.01551020408,0.003979591837,0,1,0,1,0,0,0,0,0,-4.488,135,0,1
244.035,244035,28.485,0.885,25.209225,28.486,0.935,0.009,-0.013,0,-0.004,0.536,87.476,30.82,0.872991957,88455.91,47.81,0.57,-0.152,-0.078,-0.05816326531,0.01551020408,0.007959183673,0,1,0,1,0,0,0,0,0,-4.554,135,0,1
244.535,244535,28.534,0.892,25.452328,28.545,0.853,0.007,-0.014,0,-0.001,0.534,87.512,30.84,0.872443425,88400.33,47.79,0.426,0,-0.152,-0.04346938776,0,0.01551020408,0,1,0,1,0,0,0,0,0,-4.616,135,0,1
245.035,245035,28.534,0.892,25.452328,28.545,0.853,0.007,-0.014,0,-0.001,0.534,87.512,30.84,0.872443425,88400.33,47.79,0.426,0,-0.152,-0.04346938776,0,0.01551020408,0,1,0,1,0,0,0,0,0,-4.681,135,0,1
245.535,245535,28.442,0.883,25.114286,28.449,0.942,0.007,-0.011,0,-0.001,0.536,87.548,30.86,0.87185808,88341.02,47.76,0.652,-0.039,-0.113,-0.06653061224,0.003979591837,0.01153061224,0,1,0,1,0,0,0,0,0,-4.743,135,0,1
246.035,246035,28.519,0.888,25.324872,28.534,0.862,0.007,-0.011,0,-0.003,0.536,87.584,30.88,0.871222206,88276.59,47.73,0.73,-0.191,-0.27,-0.07448979592,0.01948979592,0.02755102041,0,1,0,1,0,0,0,0,0,-4.808,135,0,1
246.535,246535,28.459,0.882,25.100838,28.46,0.954,0.007,-0.011,0,-0.001,0.534,87.62,30.9,0.870618011,88215.37,47.71,0.652,-0.113,-0.113,-0.06653061224,0.01153061224,0.01153061224,0,1,0,1,0,0,0,0,0,-4.87,135,0,1
247.035,247035,28.594,0.869,24.848186,28.541,0.859,0.007,-0.013,0,-0.003,0.536,87.674,30.93,0.869948384,88147.52,47.67,0.152,0.078,0,-0.01551020408,-0.007959183673,0,0,1,0,1,0,0,0,0,0,-4.934,135,0,1
247.539,247539,28.442,0.894,25.427148,28.45,0.954,0.009,-0.011,0,-0.003,0.536,87.692,30.94,0.869311818,88083.02,47.64,0.766,-0.078,-0.23,-0.07816326531,0.007959183673,0.02346938776,0,1,0,1,0,0,0,0,0,-5.001,135,0,1
248.039,248039,28.604,0.873,24.971292,28.596,0.764,0.007,-0.014,0,-0.003,0.534,87.746,30.97,0.868716704,88022.72,47.62,0.887,-0.078,-0.23,-0.09051020408,0.007959183673,0.02346938776,0,1,0,1,0,0,0,0,0,-5.063,135,0,1
248.539,248539,28.604,0.873,24.971292,28.596,0.764,0.007,-0.014,0,-0.003,0.534,87.746,30.97,0.868716704,88022.72,47.62,0.887,-0.078,-0.23,-0.09051020408,0.007959183673,0.02346938776,0,1,0,1,0,0,0,0,0,-5.128,135,0,1
249.039,249039,28.446,0.899,25.572954,28.464,0.927,0.006,-0.011,0,-0.004,0.536,87.782,30.99,0.868115865,87961.84,47.59,0.613,-0.113,-0.152,-0.06255102041,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-5.19,135,0,1
249.539,249539,28.562,0.874,24.963188,28.58,0.753,0.009,-0.013,0,-0.003,0.538,87.836,31.02,0.867512065,87900.66,47.56,0.492,-0.191,-0.113,-0.05020408163,0.01948979592,0.01153061224,0,1,0,1,0,0,0,0,0,-5.254,135,0,1
250.039,250039,28.455,0.892,25.38186,28.468,0.94,0.007,-0.011,0,-0.003,0.536,87.872,31.04,0.866861584,87834.75,47.55,0.687,-0.113,-0.152,-0.07010204082,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-5.316,135,0,1
250.539,250539,28.546,0.882,25.177572,28.587,0.887,0.009,-0.01,0,-0.004,0.536,87.908,31.06,0.866301505,87778,47.5,0.465,-0.191,-0.078,-0.04744897959,0.01948979592,0.007959183673,0,1,0,1,0,0,0,0,0,-5.381,135,0,1
251.042,251042,28.461,0.892,25.387212,28.466,0.937,0.007,-0.013,0,-0.003,0.536,87.926,31.07,0.865642734,87711.25,47.48,0.691,-0.078,-0.23,-0.07051020408,0.007959183673,0.02346938776,0,1,0,1,0,0,0,0,0,-5.447,135,0,1
251.542,251542,28.558,0.872,24.902576,28.559,0.814,0.007,-0.008,0,-0.003,0.538,87.98,31.1,0.865158549,87662.19,47.45,0.227,-0.113,-0.152,-0.02316326531,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-5.509,135,0,1
252.072,252072,28.471,0.882,25.111422,28.42,0.937,0.007,-0.011,0,-0.003,0.536,88.016,31.12,0.864554059,87600.94,47.43,0.691,-0.113,-0.23,-0.07051020408,0.01153061224,0.02346938776,0,1,0,1,0,0,0,0,0,-5.574,135,0,1
252.572,252572,28.493,0.983,28.008619,28.517,0.882,0.009,-0.011,0,-0.003,0.536,88.034,31.13,0.864033851,87548.23,47.4,0.914,-0.152,-0.23,-0.09326530612,0.01551020408,0.02346938776,0,1,0,1,0,0,0,0,0,-5.636,135,0,1
253.075,253075,28.448,0.894,25.432512,28.455,0.932,0.007,-0.013,0,-0.003,0.534,88.07,31.15,0.863457982,87489.88,47.38,0.613,-0.152,-0.078,-0.06255102041,0.01551020408,0.007959183673,0,1,0,1,0,0,0,0,0,-5.7,135,0,1
253.575,253575,28.448,0.894,25.432512,28.455,0.932,0.007,-0.013,0,-0.003,0.534,88.07,31.15,0.863457982,87489.88,47.38,0.613,-0.152,-0.078,-0.06255102041,0.01551020408,0.007959183673,0,1,0,1,0,0,0,0,0,-5.762,135,0,1
254.075,254075,28.414,1.003,28.499242,28.436,0.94,0.01,-0.009,0,-0.003,0.534,88.088,31.16,0.862885369,87431.86,47.34,0.344,-0.152,-0.039,-0.03510204082,0.01551020408,0.003979591837,0,1,0,1,0,0,0,0,0,-5.827,135,0,1
254.575,254575,28.441,0.893,25.397813,28.449,0.944,0.007,-0.009,0,-0.003,0.536,88.142,31.19,0.862252159,87367.7,47.32,0.648,-0.078,-0.191,-0.06612244898,0.007959183673,0.01948979592,0,1,0,1,0,0,0,0,0,-5.889,135,0,1
255.075,255075,28.515,0.998,28.45797,28.534,0.779,0.009,-0.01,0,-0.003,0.536,88.178,31.21,0.861776067,87319.46,47.29,0.652,-0.078,-0.152,-0.06653061224,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-5.954,135,0,1
255.575,255575,28.446,0.883,25.117818,28.451,0.948,0.007,-0.006,0,-0.003,0.534,88.196,31.22,0.861118974,87252.88,47.27,0.727,-0.113,-0.27,-0.07418367347,0.01153061224,0.02755102041,0,1,0,1,0,0,0,0,0,-6,135,0,0
256.075,256075,29.177,0.873,25.471521,29.564,0.027,0.009,-0.009,0,-0.003,0.536,88.232,31.24,0.860503923,87190.56,47.23,0.348,-0.23,-0.152,-0.03551020408,0.02346938776,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
256.575,256575,29.124,0.94,27.37656,29.53,0.027,0.009,-0.006,0,-0.003,0.534,88.268,31.26,0.859895781,87128.94,47.2,0.687,-0.078,-0.078,-0.07010204082,0.007959183673,0.007959183673,0,1,0,1,0,0,0,0,0,-6,135,0,0
257.075,257075,29.156,1.016,29.622496,29.575,0.027,0.009,-0.01,0,-0.001,0.536,88.304,31.28,0.859336788,87072.3,47.18,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
257.575,257575,29.156,1.016,29.622496,29.575,0.027,0.009,-0.01,0,-0.001,0.536,88.304,31.28,0.859336788,87072.3,47.18,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
258.075,258075,29.109,0.925,26.925825,29.536,0.025,0.009,-0.013,0,-0.003,0.536,88.34,31.3,0.858696373,87007.41,47.14,0.57,-0.078,-0.152,-0.05816326531,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
258.575,258575,29.195,0.874,25.51643,29.576,0.024,0.007,-0.015,0,-0.003,0.538,88.376,31.32,0.858110535,86948.05,47.12,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
259.075,259075,29.196,0.857,25.020972,29.531,0.024,0.007,-0.008,0,-0.004,0.536,88.412,31.34,0.857498939,86886.08,47.06,0.652,-0.078,-0.152,-0.06653061224,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
259.575,259575,29.196,0.919,26.831124,29.576,0.024,0.007,-0.009,0,-0.003,0.536,88.43,31.35,0.856826252,86817.92,46.99,0.648,-0.152,-0.191,-0.06612244898,0.01551020408,0.01948979592,0,1,0,1,0,0,0,0,0,-6,135,0,0
260.082,260082,29.189,0.877,25.598753,29.575,0.023,0.007,-0.01,0,-0.003,0.536,88.466,31.37,0.856265384,86761.09,47.04,0.609,-0.078,-0.23,-0.06214285714,0.007959183673,0.02346938776,0,1,0,1,0,0,0,0,0,-6,135,0,0
260.582,260582,29.169,0.959,27.973071,29.581,0.023,0.009,-0.01,0,-0.003,0.538,88.502,31.39,0.855616482,86695.34,47,0.613,-0.113,-0.152,-0.06255102041,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
261.082,261082,29.169,0.959,27.973071,29.581,0.023,0.009,-0.01,0,-0.003,0.538,88.502,31.39,0.855616482,86695.34,47,0.613,-0.113,-0.152,-0.06255102041,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
261.582,261582,29.136,0.987,28.757232,29.511,0.023,0.006,-0.011,0,-0.003,0.534,88.556,31.42,0.855035579,86636.48,46.95,0.613,-0.113,-0.152,-0.06255102041,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
262.082,262082,29.215,0.844,24.65746,29.59,0.024,0.007,-0.013,0,-0.003,0.536,88.592,31.44,0.854456156,86577.77,46.92,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
262.582,262582,29.205,0.857,25.028685,29.525,0.024,0.007,-0.009,0,-0.003,0.536,88.628,31.46,0.853810412,86512.34,46.9,0.648,-0.113,-0.191,-0.06612244898,0.01153061224,0.01948979592,0,1,0,1,0,0,0,0,0,-6,135,0,0
263.082,263082,29.2,0.868,25.3456,29.585,0.024,0.007,-0.008,0,-0.001,0.536,88.664,31.48,0.853234148,86453.95,46.88,0.609,-0.113,-0.191,-0.06214285714,0.01153061224,0.01948979592,0,1,0,1,0,0,0,0,0,-6,135,0,0
263.59,263590,29.096,0.967,28.135832,29.52,0.023,0.007,-0.01,0,-0.003,0.536,88.7,31.5,0.852649593,86394.72,46.85,0.648,-0.113,-0.191,-0.06612244898,0.01153061224,0.01948979592,0,1,0,1,0,0,0,0,0,-6,135,0,0
264.09,264090,29.19,0.873,25.48287,29.577,0.025,0.007,-0.009,0,-0.004,0.536,88.736,31.52,0.852130866,86342.16,46.84,0.652,-0.078,-0.152,-0.06653061224,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
264.59,264590,29.19,0.873,25.48287,29.577,0.025,0.007,-0.009,0,-0.004,0.536,88.736,31.52,0.852130866,86342.16,46.84,0.652,-0.078,-0.152,-0.06653061224,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
265.09,265090,29.108,0.998,29.049784,29.585,0.024,0.009,-0.011,0,-0.004,0.538,88.772,31.54,0.851427486,86270.89,46.8,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
265.59,265590,29.205,0.869,25.379145,29.586,0.024,0.007,-0.009,0,-0.003,0.536,88.808,31.56,0.850837898,86211.15,46.78,0.613,-0.039,-0.152,-0.06255102041,0.003979591837,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
266.09,266090,29.108,0.955,27.79814,29.549,0.023,0.007,-0.014,0,-0.003,0.536,88.844,31.58,0.850195411,86146.05,46.74,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
266.59,266590,29.196,0.892,26.042832,29.579,0.024,0.009,-0.009,0,-0.003,0.536,88.862,31.59,0.849603356,86086.06,46.73,0.648,-0.039,-0.191,-0.06612244898,0.003979591837,0.01948979592,0,1,0,1,0,0,0,0,0,-6,135,0,0
267.093,267093,29.194,1.002,29.252388,29.495,0.025,0.007,-0.009,0,-0.003,0.536,88.898,31.61,0.848977942,86022.69,46.68,0.609,-0.039,-0.23,-0.06214285714,0.003979591837,0.02346938776,0,1,0,1,0,0,0,0,0,-6,135,0,0
267.593,267593,29.195,0.858,25.04931,29.574,0.024,0.009,-0.011,0,-0.001,0.538,88.934,31.63,0.848520109,85976.3,46.67,0.574,-0.039,-0.191,-0.05857142857,0.003979591837,0.01948979592,0,1,0,1,0,0,0,0,0,-6,135,0,0
268.093,268093,29.195,0.858,25.04931,29.574,0.024,0.009,-0.011,0,-0.001,0.538,88.934,31.63,0.848520109,85976.3,46.67,0.574,-0.039,-0.191,-0.05857142857,0.003979591837,0.01948979592,0,1,0,1,0,0,0,0,0,-6,135,0,0
268.593,268593,29.205,0.86,25.1163,29.584,0.024,0.009,-0.008,0,-0.004,0.536,88.97,31.65,0.847906242,85914.1,46.63,0.613,-0.078,-0.113,-0.06255102041,0.007959183673,0.01153061224,0,1,0,1,0,0,0,0,0,-6,135,0,0
269.093,269093,29.109,0.858,24.975522,29.522,0.024,0.007,-0.01,0,-0.003,0.536,88.988,31.66,0.847415643,85864.39,46.59,0.687,-0.113,-0.152,-0.07010204082,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
269.593,269593,29.204,0.857,25.027828,29.583,0.025,0.009,-0.013,0,-0.004,0.538,89.024,31.68,0.846685418,85790.4,46.59,0.613,-0.113,-0.152,-0.06255102041,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
270.093,270093,29.205,0.857,25.028685,29.54,0.024,0.009,-0.011,0,-0.003,0.538,89.06,31.7,0.846145966,85735.74,46.54,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
270.593,270593,29.209,0.857,25.032113,29.584,0.023,0.009,-0.014,0,-0.004,0.536,89.096,31.72,0.845515223,85671.83,46.52,0.609,-0.078,-0.191,-0.06214285714,0.007959183673,0.01948979592,0,1,0,1,0,0,0,0,0,-6,135,0,0
271.093,271093,29.199,0.863,25.198737,29.583,0.025,0.007,-0.014,0,-0.003,0.538,89.132,31.74,0.844936886,85613.23,46.5,0.613,-0.113,-0.152,-0.06255102041,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
271.593,271593,29.199,0.863,25.198737,29.583,0.025,0.007,-0.014,0,-0.003,0.538,89.132,31.74,0.844936886,85613.23,46.5,0.613,-0.113,-0.152,-0.06255102041,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
272.093,272093,29.205,0.872,25.46676,29.581,0.025,0.007,-0.015,0,-0.004,0.538,89.168,31.76,0.84438036,85556.84,46.48,0.613,-0.078,-0.113,-0.06255102041,0.007959183673,0.01153061224,0,1,0,1,0,0,0,0,0,-6,135,0,0
272.593,272593,29.204,0.865,25.26146,29.584,0.025,0.007,-0.013,0,-0.003,0.538,89.204,31.78,0.84368527,85486.41,46.45,0.652,-0.113,-0.113,-0.06653061224,0.01153061224,0.01153061224,0,1,0,1,0,0,0,0,0,-6,135,0,0
273.093,273093,29.191,0.872,25.454552,29.575,0.025,0.006,-0.011,0,-0.003,0.534,89.24,31.8,0.843149075,85432.08,46.39,0.652,-0.078,-0.113,-0.06653061224,0.007959183673,0.01153061224,0,1,0,1,0,0,0,0,0,-6,135,0,0
273.593,273593,29.208,0.854,24.943632,29.585,0.024,0.007,-0.009,0,-0.001,0.536,89.276,31.82,0.842523267,85368.67,46.41,0.609,-0.113,-0.191,-0.06214285714,0.01153061224,0.01948979592,0,1,0,1,0,0,0,0,0,-6,135,0,0
274.105,274105,29.089,0.968,28.158152,29.52,0.024,0.006,-0.013,0,-0.003,0.54,89.312,31.84,0.841848507,85300.3,46.35,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
274.605,274605,29.202,0.862,25.172124,29.584,0.024,0.009,-0.013,0,-0.001,0.536,89.348,31.86,0.84134942,85249.73,46.37,0.652,-0.039,-0.113,-0.06653061224,0.003979591837,0.01153061224,0,1,0,1,0,0,0,0,0,-6,135,0,0
275.105,275105,29.202,0.862,25.172124,29.584,0.024,0.009,-0.013,0,-0.001,0.536,89.348,31.86,0.84134942,85249.73,46.37,0.652,-0.039,-0.113,-0.06653061224,0.003979591837,0.01153061224,0,1,0,1,0,0,0,0,0,-6,135,0,0
275.605,275605,29.206,0.86,25.11716,29.581,0.025,0.007,-0.013,0,-0.004,0.536,89.384,31.88,0.840803158,85194.38,46.31,0.613,-0.113,-0.152,-0.06255102041,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
276.105,276105,29.17,0.903,26.34051,29.575,0.025,0.009,-0.01,0,-0.004,0.536,89.42,31.9,0.840180508,85131.29,46.28,0.609,-0.078,-0.191,-0.06214285714,0.007959183673,0.01948979592,0,1,0,1,0,0,0,0,0,-6,135,0,0
276.605,276605,29.205,0.857,25.028685,29.583,0.025,0.009,-0.014,0,-0.003,0.538,89.438,31.91,0.839613718,85073.86,46.25,0.613,-0.113,-0.152,-0.06255102041,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
277.105,277105,29.202,0.865,25.25973,29.579,0.027,0.006,-0.01,0,-0.004,0.538,89.492,31.94,0.839051962,85016.94,46.25,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
277.607,277607,28.808,1.275,36.7302,29.376,0.027,0.007,-0.013,0,-0.004,0.534,89.51,31.95,0.838466617,84957.63,46.21,0.574,-0.113,-0.191,-0.05857142857,0.01153061224,0.01948979592,0,1,0,1,0,0,0,0,0,-6,135,0,0
278.107,278107,28.87,1.24,35.7988,29.385,0.025,0.007,-0.013,0,-0.003,0.536,89.546,31.97,0.837970787,84907.39,46.21,0.613,-0.113,-0.152,-0.06255102041,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
278.607,278607,28.87,1.24,35.7988,29.385,0.025,0.007,-0.013,0,-0.003,0.536,89.546,31.97,0.837970787,84907.39,46.21,0.613,-0.113,-0.152,-0.06255102041,0.01153061224,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
279.107,279107,28.996,0.979,28.387084,29.471,0.024,0.009,-0.011,0,-0.003,0.538,89.582,31.99,0.837253195,84834.68,46.16,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
279.607,279607,29.187,0.907,26.472609,29.573,0.024,0.007,-0.011,0,-0.003,0.536,89.618,32.01,0.836650975,84773.66,46.14,0.613,-0.113,-0.113,-0.06255102041,0.01153061224,0.01153061224,0,1,0,1,0,0,0,0,0,-6,135,0,0
280.107,280107,29.186,0.875,25.53775,29.571,0.024,0.007,-0.006,0,-0.004,0.538,89.654,32.03,0.836104416,84718.28,46.11,0.613,-0.078,-0.113,-0.06255102041,0.007959183673,0.01153061224,0,1,0,1,0,0,0,0,0,-6,135,0,0
280.607,280607,29.196,0.864,25.225344,29.58,0.024,0.007,-0.013,0,-0.003,0.534,89.69,32.05,0.835510585,84658.11,46.07,0.57,-0.078,-0.152,-0.05816326531,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
281.11,281110,29.195,0.863,25.195285,29.576,0.024,0.006,-0.011,0,-0.003,0.538,89.726,32.07,0.834902936,84596.54,46.05,0.609,-0.113,-0.191,-0.06214285714,0.01153061224,0.01948979592,0,1,0,1,0,0,0,0,0,-6,135,0,0
281.61,281610,29.201,0.858,25.054458,29.531,0.024,0.007,-0.008,0,-0.003,0.536,89.762,32.09,0.834456156,84551.27,46.02,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
282.11,282110,29.201,0.858,25.054458,29.531,0.024,0.007,-0.008,0,-0.003,0.536,89.762,32.09,0.834456156,84551.27,46.02,0.613,-0.078,-0.152,-0.06255102041,0.007959183673,0.01551020408,0,1,0,1,0,0,0,0,0,-6,135,0,0
282.61,282610,29.199,0.869,25.373931,29.574,0.024,0.009,-0.014,0,-0.003,0.54,89.798,32.11,0.833850086,84489.86,46.01,0.609,-0.078,-0.191,-0.06214285714,0.007959183673,0.01948979592,0,1,0,1,0,0,0,0,0,-6,135,0,0
283.11,283110,29.205,0.87,25.40835,29.535,0.025,0.007,-0.013,0,-0.003,0.54,89.834,32.13,0.833301554,84434.28,45.98,0.652,-0.113,-0.078,-0.06653061224,0.01153061224,0.007959183673,0,1,0,1,0,0,0,0,0,-6,135,0,0
283.61,283610,29.199,0.86,25.11114,29.575,0.024,0.007,-0.014,0,-0.004,0.54,89.87,32.15,0.832641599,84367.41,45.98,0.613,-0.113,-0.113,-0.06255102041,0.01153061224,0.01153061224,0,1,0,1,0,0,0,0,0,-6,135,0,0
